"winner","avg_rating","rating_category","white_bishop_rem","white_knight_rem","white_pawn_rem","white_queen_rem","white_rook_rem","black_bishop_rem","black_knight_rem","black_pawn_rem","black_queen_rem","black_rook_rem"
"white",1163,"Novice","0","0","6","0","1","0","1","4","0","1"
"white",1168,"Novice","0","0","5","1","0","2","0","5","1","0"
"white",1128.5,"Novice","0","0","3","0","0","1","1","4","0","0"
"black",1314,"ClassD","2","2","8","1","2","2","2","8","1","2"
"white",1255,"ClassD","2","0","7","0","2","2","1","7","0","2"
"white",1415,"ClassC","1","0","6","1","2","1","0","6","1","2"
"white",1191,"Novice","2","1","7","1","2","2","2","7","1","2"
"black",1290.5,"ClassD","2","1","6","1","2","2","1","6","1","1"
"white",1272,"ClassD","2","1","7","1","2","2","2","6","1","2"
"white",1181,"Novice","1","1","6","0","1","1","0","7","1","2"
"white",1174,"Novice","1","2","5","1","2","1","0","6","1","2"
"white",1158.5,"Novice","1","0","4","0","2","1","1","5","0","2"
"black",1270,"ClassD","2","2","5","1","2","1","1","6","1","2"
"black",1350.5,"ClassD","0","1","4","1","2","1","1","4","1","1"
"black",1410,"ClassC","1","1","7","1","2","1","2","8","1","1"
"black",1417.5,"ClassC","1","0","5","1","1","1","0","6","0","2"
"white",1449,"ClassC","0","0","3","1","1","0","0","5","1","2"
"draw",1346,"ClassD","0","0","0","0","0","0","0","1","0","0"
"black",1252.5,"ClassD","1","0","7","0","1","0","1","5","0","1"
"white",1287.5,"ClassD","2","0","6","1","2","2","0","8","1","2"
"black",1290,"ClassD","0","0","6","1","2","0","1","5","1","1"
"black",1219,"ClassD","1","2","6","1","2","2","1","7","1","2"
"black",1153,"Novice","0","0","4","1","0","0","0","6","1","1"
"draw",1299.5,"ClassD","1","0","1","0","0","0","0","0","0","0"
"black",1183,"Novice","1","0","6","0","1","0","0","5","0","1"
"black",1397.5,"ClassD","1","0","8","1","2","1","0","8","1","2"
"white",1403.5,"ClassC","2","2","6","1","2","1","2","7","1","2"
"black",1540,"ClassC","0","1","6","1","1","1","1","4","0","1"
"white",1277,"ClassD","2","1","5","0","1","1","2","7","0","2"
"draw",1262,"ClassD","0","0","3","1","2","0","0","6","1","2"
"white",1229.5,"ClassD","2","2","8","1","2","2","2","8","1","2"
"white",1218,"ClassD","1","2","6","1","2","2","1","7","1","2"
"black",1200.5,"ClassD","0","2","7","1","2","0","1","8","1","2"
"black",1198,"Novice","0","1","6","0","1","0","0","7","1","1"
"draw",1123.5,"Novice","1","0","5","0","2","0","1","4","0","2"
"black",1333,"ClassD","2","1","7","1","2","1","1","8","1","2"
"white",1284,"ClassD","0","2","6","0","1","1","1","5","0","2"
"white",1284,"ClassD","0","0","1","0","0","0","0","1","0","0"
"black",1283.5,"ClassD","0","0","5","1","2","0","0","6","0","2"
"white",1302,"ClassD","2","0","7","1","2","2","1","7","1","2"
"black",1192.5,"Novice","0","0","3","0","0","0","0","2","0","0"
"white",1205,"ClassD","0","0","2","1","1","1","0","6","1","1"
"black",1426,"ClassC","0","1","7","1","2","1","0","5","1","2"
"white",992.5,"Novice","2","2","7","1","2","2","2","7","1","2"
"black",1367.5,"ClassD","0","1","6","1","1","0","1","7","1","0"
"white",1367.5,"ClassD","2","0","3","1","2","1","2","5","1","1"
"black",1341,"ClassD","1","1","6","1","2","1","1","6","0","2"
"draw",1341,"ClassD","0","0","0","0","1","0","0","0","0","1"
"black",1414,"ClassC","0","0","4","0","2","0","0","4","0","0"
"black",1414.5,"ClassC","0","0","5","1","2","0","0","5","1","2"
"white",1414.5,"ClassC","0","0","3","0","1","0","1","6","0","1"
"black",1415.5,"ClassC","2","1","6","1","2","2","1","6","0","2"
"white",1343,"ClassD","1","0","5","1","1","0","1","7","1","2"
"white",1379.5,"ClassD","0","0","1","0","0","0","0","4","0","1"
"black",1378,"ClassD","2","1","7","1","2","2","0","7","1","2"
"black",1110.5,"Novice","1","0","6","1","2","0","0","3","0","0"
"white",1113,"Novice","2","1","6","1","2","2","2","5","1","2"
"black",1115,"Novice","0","2","6","1","2","2","1","5","0","1"
"draw",1092,"Novice","0","0","1","0","0","0","0","0","0","0"
"black",1093.5,"Novice","0","1","6","0","2","0","0","2","0","1"
"white",1095.5,"Novice","0","1","6","0","1","1","0","6","1","2"
"black",1285.5,"ClassD","0","0","7","0","2","0","0","3","0","2"
"white",1309,"ClassD","1","0","4","0","2","1","1","4","0","2"
"black",1395,"ClassD","0","0","5","1","2","0","0","5","1","0"
"black",1395.5,"ClassD","0","1","7","0","1","1","1","5","0","1"
"white",1396,"ClassD","1","2","4","0","1","2","0","4","0","2"
"white",1298,"ClassD","2","2","6","1","2","2","1","6","1","2"
"black",1523,"ClassC","0","1","1","0","0","0","0","0","0","0"
"black",1393,"ClassD","1","0","4","0","2","2","0","4","0","1"
"draw",1330,"ClassD","1","0","2","0","0","1","0","2","0","0"
"black",1330,"ClassD","1","0","5","1","2","0","1","6","1","2"
"black",1238,"ClassD","0","1","5","1","2","0","2","2","0","1"
"black",1401.5,"ClassC","1","0","5","1","2","1","1","3","1","1"
"white",1402,"ClassC","1","1","6","1","2","1","1","6","1","2"
"black",1402.5,"ClassC","0","0","4","1","0","0","0","5","0","1"
"white",1428.5,"ClassC","1","1","7","1","2","1","1","7","1","2"
"white",1428.5,"ClassC","0","0","6","1","2","1","0","5","1","2"
"black",1429,"ClassC","0","0","1","0","1","0","0","0","0","1"
"white",1318.5,"ClassD","1","1","5","1","2","2","1","5","1","2"
"black",967.5,"Novice","1","1","7","1","2","1","1","7","1","1"
"white",1066,"Novice","1","1","7","0","0","1","1","5","0","1"
"black",975,"Novice","2","1","7","1","2","1","1","6","1","2"
"black",992,"Novice","1","1","7","0","2","1","1","5","0","2"
"white",1079.5,"Novice","0","0","2","0","0","0","0","3","0","1"
"black",1086,"Novice","0","0","3","1","0","0","0","0","0","0"
"white",1016.5,"Novice","0","1","5","1","1","0","2","6","1","1"
"white",1083.5,"Novice","0","0","4","0","1","0","0","4","1","1"
"black",1076.5,"Novice","1","1","7","1","2","1","1","7","1","2"
"white",1028.5,"Novice","2","0","5","0","2","0","1","3","1","1"
"black",1015,"Novice","0","1","4","0","0","0","0","2","0","0"
"black",950,"Novice","2","0","7","0","1","0","1","5","0","1"
"black",1058.5,"Novice","1","2","6","1","2","2","0","5","1","1"
"white",1028,"Novice","1","0","2","0","0","0","1","4","0","0"
"black",1042,"Novice","0","0","3","0","1","0","1","3","0","0"
"white",1026.5,"Novice","1","0","1","0","0","1","0","3","0","0"
"black",966,"Novice","0","1","5","0","2","1","1","5","0","2"
"black",950.5,"Novice","0","1","5","0","1","1","0","5","0","0"
"draw",1089.5,"Novice","1","0","5","1","2","0","2","5","1","2"
"white",1071.5,"Novice","1","1","7","0","2","1","1","6","1","2"
"white",897,"Rookie","0","0","5","0","2","2","2","4","0","2"
"black",1056.5,"Novice","0","1","3","0","2","0","0","6","0","1"
"white",1057,"Novice","1","0","4","1","1","0","0","4","1","2"
"white",1007.5,"Novice","1","0","7","1","2","1","0","7","1","2"
"black",984.5,"Novice","1","1","6","0","2","0","0","4","0","0"
"white",952.5,"Novice","1","2","5","0","0","0","2","7","1","2"
"white",997.5,"Novice","2","2","7","1","2","2","2","8","1","2"
"black",837.5,"Rookie","2","2","7","1","2","2","2","5","0","2"
"white",874.5,"Rookie","2","1","6","0","1","1","1","6","1","2"
"white",1012.5,"Novice","1","1","7","0","1","1","1","6","1","2"
"white",871,"Rookie","2","2","7","0","2","2","2","8","1","2"
"black",962,"Novice","1","2","3","1","2","0","1","4","0","2"
"white",880.5,"Rookie","1","0","3","0","1","1","0","5","0","2"
"white",952,"Novice","0","0","4","1","0","1","0","5","1","1"
"black",916.5,"Novice","1","2","7","1","2","1","1","7","1","1"
"white",764,"Rookie","2","1","5","0","2","1","1","7","1","2"
"black",844.5,"Rookie","2","1","6","0","2","0","2","6","0","1"
"white",1005,"Novice","0","0","3","0","1","1","0","8","0","1"
"white",907.5,"Novice","0","0","5","0","2","0","1","4","0","2"
"black",903,"Novice","1","0","4","0","1","0","0","6","0","1"
"black",913.5,"Novice","1","0","3","0","0","0","0","1","0","0"
"black",912,"Novice","2","1","6","1","2","1","1","6","0","2"
"black",827,"Rookie","0","1","7","1","1","1","1","6","1","1"
"white",925.5,"Novice","0","0","3","0","0","0","0","4","0","1"
"black",984.5,"Novice","1","0","4","0","2","0","1","4","0","1"
"white",928.5,"Novice","1","0","4","0","1","0","0","4","0","2"
"white",961.5,"Novice","0","0","3","0","1","1","0","6","0","0"
"black",796,"Rookie","0","1","5","1","2","1","0","5","1","2"
"black",847,"Rookie","0","0","6","1","2","0","0","5","0","1"
"white",967,"Novice","2","2","8","1","2","2","1","8","1","2"
"white",884,"Rookie","0","0","3","1","2","0","0","5","1","2"
"white",911.5,"Novice","2","2","6","0","1","2","2","6","0","2"
"white",895.5,"Rookie","0","1","5","0","0","0","0","6","1","0"
"black",791.5,"Rookie","2","2","8","1","2","2","2","8","0","2"
"draw",721,"Rookie","1","0","4","0","0","0","0","4","0","1"
"white",884,"Rookie","2","2","6","0","2","2","2","6","0","2"
"black",787.5,"Rookie","0","0","5","0","1","0","0","5","0","1"
"white",803.5,"Rookie","0","0","5","0","0","2","0","6","0","1"
"white",884.5,"Rookie","1","1","5","1","0","0","0","5","1","1"
"black",791,"Rookie","0","2","6","1","2","1","1","4","0","2"
"white",836,"Rookie","2","2","7","1","2","2","2","7","1","2"
"black",770.5,"Rookie","0","1","3","0","1","0","0","4","0","2"
"white",723.5,"Rookie","1","1","7","1","1","1","0","8","1","1"
"white",760.5,"Rookie","0","0","2","0","0","0","0","2","0","0"
"white",883.5,"Rookie","0","0","2","0","0","1","0","3","0","0"
"black",883.5,"Rookie","1","0","7","1","0","0","0","4","0","1"
"black",754,"Rookie","0","1","3","0","2","0","0","4","0","1"
"white",865,"Rookie","0","0","5","0","0","1","0","6","1","2"
"black",790,"Rookie","1","0","2","1","2","0","0","4","1","2"
"black",727.5,"Rookie","0","0","2","0","2","0","1","3","0","1"
"black",1666,"ClassB","0","1","6","1","2","0","0","4","1","2"
"black",1756,"ClassB","2","1","7","0","2","1","2","7","0","2"
"white",1681,"ClassB","0","0","2","0","0","0","0","3","0","0"
"black",1681,"ClassB","2","0","5","0","2","1","1","4","0","2"
"black",1681,"ClassB","0","1","6","1","2","0","1","5","1","2"
"black",1681,"ClassB","1","0","4","0","0","0","0","4","0","0"
"white",1730,"ClassB","0","0","2","0","0","0","0","3","0","0"
"draw",1653,"ClassB","1","0","6","0","1","1","0","6","0","1"
"draw",1671,"ClassB","0","2","7","0","1","2","0","7","0","1"
"black",1636.5,"ClassB","0","0","6","1","1","0","1","5","1","0"
"white",1725,"ClassB","1","1","6","1","2","1","1","7","1","2"
"white",1693.5,"ClassB","2","0","2","0","1","0","2","2","0","1"
"white",1687,"ClassB","1","0","6","1","1","1","1","5","1","1"
"white",1614,"ClassB","0","0","0","0","0","0","0","2","0","0"
"black",1825.5,"ClassA","0","1","5","0","1","0","0","5","0","1"
"draw",1639.5,"ClassB","1","0","0","0","0","0","0","0","0","0"
"white",1700,"ClassB","0","0","2","0","1","0","0","1","1","0"
"black",1741,"ClassB","0","0","7","1","0","0","0","6","1","0"
"black",1464,"ClassC","2","2","6","1","1","1","1","4","1","2"
"black",1600.5,"ClassB","1","0","3","0","0","0","1","1","0","0"
"black",1506.5,"ClassC","0","1","1","0","0","0","0","0","0","0"
"black",1800.5,"ClassA","2","1","6","1","2","1","1","6","1","2"
"black",1487,"ClassC","1","2","8","1","2","2","1","7","1","2"
"black",1543.5,"ClassC","1","0","2","0","1","0","0","0","0","1"
"white",1311,"ClassD","2","0","6","0","2","1","1","6","1","2"
"white",1466,"ClassC","0","0","0","0","0","0","0","3","0","0"
"white",1717,"ClassB","1","1","3","0","0","0","0","6","0","1"
"black",1538.5,"ClassC","1","1","4","1","1","1","1","3","1","1"
"black",1538.5,"ClassC","1","1","5","0","2","0","0","6","0","2"
"black",1538.5,"ClassC","1","1","6","0","2","1","2","6","1","2"
"black",1538.5,"ClassC","2","2","6","0","2","1","1","6","0","1"
"draw",1533.5,"ClassC","1","0","1","0","0","1","0","1","0","0"
"white",1651,"ClassB","1","1","5","0","2","2","1","6","0","2"
"black",1715.5,"ClassB","1","2","4","1","2","1","1","6","1","1"
"black",1715.5,"ClassB","2","2","7","1","2","1","2","5","1","2"
"white",1232.5,"ClassD","1","0","6","0","0","1","1","5","0","1"
"white",999.5,"Novice","1","0","5","1","2","1","0","6","1","1"
"white",999.5,"Novice","0","0","5","1","0","0","0","5","0","0"
"white",999.5,"Novice","1","0","5","0","2","1","0","5","1","1"
"black",1232.5,"ClassD","2","0","7","1","2","0","1","5","1","2"
"black",936.5,"Novice","0","0","4","1","2","1","2","4","1","0"
"black",893,"Rookie","0","0","6","0","1","0","0","4","1","1"
"white",1182.5,"Novice","0","1","5","0","1","1","0","6","0","1"
"white",920.5,"Novice","0","0","4","0","1","0","0","3","0","2"
"white",1122,"Novice","1","1","4","1","1","0","0","5","1","2"
"white",1367,"ClassD","1","0","3","1","1","0","0","6","1","2"
"black",1367,"ClassD","1","1","7","1","2","1","1","6","1","2"
"white",1267.5,"ClassD","0","0","6","0","1","1","0","2","0","2"
"black",1230,"ClassD","1","1","6","1","2","1","1","4","1","2"
"black",1048,"Novice","0","1","6","0","2","0","1","5","0","0"
"black",1193.5,"Novice","1","0","6","1","1","0","1","4","1","1"
"white",1411.5,"ClassC","0","1","4","0","1","1","0","4","0","2"
"white",1371,"ClassD","0","1","4","0","2","1","0","5","0","2"
"black",1629,"ClassB","1","0","5","0","1","0","1","5","0","1"
"black",1489.5,"ClassC","1","0","7","1","2","1","1","5","1","2"
"black",1439,"ClassC","0","0","5","0","2","0","0","4","0","2"
"white",1418.5,"ClassC","1","0","5","1","1","0","1","6","1","1"
"white",1382,"ClassD","0","1","3","0","2","1","1","4","1","2"
"black",1409.5,"ClassC","1","1","7","1","2","0","1","5","1","2"
"black",1116,"Novice","0","1","5","0","2","0","0","3","0","1"
"white",949,"Novice","0","0","5","0","0","0","0","5","0","1"
"white",903,"Novice","1","0","3","0","0","1","0","4","0","1"
"white",1045,"Novice","0","1","4","0","1","2","1","6","0","2"
"black",1045,"Novice","1","1","6","1","2","0","0","5","1","2"
"black",788.5,"Rookie","0","1","5","0","1","1","0","3","0","1"
"draw",984.5,"Novice","2","2","8","1","2","2","2","8","1","2"
"white",1211,"ClassD","2","2","6","1","2","1","2","7","1","2"
"black",2055.5,"Expert","1","1","3","0","0","1","0","3","0","0"
"black",2104,"Expert","0","1","5","0","2","1","1","4","0","1"
"black",2064.5,"Expert","2","0","5","1","2","1","2","5","1","1"
"black",2031.5,"Expert","1","1","4","0","1","1","1","3","0","1"
"white",1783,"ClassB","0","2","5","1","1","1","2","4","1","1"
"white",1785,"ClassB","1","0","5","1","0","0","0","7","1","2"
"white",1873,"ClassA","1","0","6","1","2","0","2","5","1","2"
"black",1802.5,"ClassA","1","0","4","0","1","0","1","4","0","1"
"white",1802,"ClassA","2","1","6","1","1","2","1","6","1","1"
"black",1672,"ClassB","0","1","6","0","2","0","1","4","0","2"
"black",1825.5,"ClassA","1","0","7","1","2","1","0","3","1","2"
"black",1848,"ClassA","1","0","6","1","2","1","0","6","1","1"
"white",1687.5,"ClassB","1","0","6","1","2","1","0","8","0","2"
"black",1787.5,"ClassB","1","0","7","1","2","1","0","6","1","2"
"black",1771,"ClassB","1","0","6","0","1","0","0","3","0","1"
"white",1870.5,"ClassA","1","1","7","1","2","2","0","7","1","2"
"white",1918,"ClassA","0","1","3","0","1","1","0","6","1","1"
"white",1815,"ClassA","1","0","1","1","1","0","1","6","1","2"
"white",1845.5,"ClassA","2","1","6","1","2","2","1","7","1","2"
"black",1790,"ClassB","1","0","6","1","2","0","0","5","1","2"
"white",1834.5,"ClassA","1","1","6","1","2","1","1","6","1","2"
"black",1478,"ClassC","1","2","7","1","2","2","1","6","1","2"
"white",1789.5,"ClassB","0","1","4","0","0","1","0","7","0","1"
"black",1915,"ClassA","1","0","4","0","1","0","0","2","0","1"
"black",1509.5,"ClassC","1","0","5","0","1","0","1","4","0","0"
"black",1715.5,"ClassB","0","1","5","1","2","1","2","4","0","2"
"black",1754.5,"ClassB","2","0","6","0","1","0","0","5","1","1"
"white",1838,"ClassA","1","1","4","1","1","2","0","7","1","1"
"black",1960.5,"ClassA","1","1","5","1","0","1","0","4","1","1"
"white",1755.5,"ClassB","2","0","3","0","1","1","1","3","0","2"
"white",1772.5,"ClassB","1","0","6","0","0","0","0","5","0","1"
"white",1732.5,"ClassB","2","0","5","1","0","0","1","7","1","1"
"black",1755.5,"ClassB","1","2","4","0","2","1","1","6","0","2"
"black",1678,"ClassB","1","1","6","1","1","1","1","6","1","1"
"black",1753,"ClassB","1","1","6","0","2","2","1","4","0","1"
"white",1424,"ClassC","1","1","4","0","2","1","2","7","0","2"
"black",1702,"ClassB","0","0","6","1","1","0","1","4","1","0"
"white",1491,"ClassC","1","0","5","0","1","1","0","6","0","2"
"black",1622.5,"ClassB","0","0","2","0","2","0","0","1","0","2"
"black",1614,"ClassB","1","0","6","0","2","0","0","3","0","2"
"black",1608.5,"ClassB","0","0","1","1","0","0","0","2","0","0"
"white",1559,"ClassC","0","0","2","0","0","0","2","2","0","0"
"black",1600.5,"ClassB","2","1","5","0","2","0","0","4","0","2"
"white",1597.5,"ClassC","1","1","6","1","2","2","2","5","1","2"
"black",1696,"ClassB","0","1","7","0","2","0","1","7","0","2"
"white",1102,"Novice","2","2","7","1","2","2","2","6","1","2"
"white",1090.5,"Novice","0","0","2","0","1","1","1","2","0","2"
"white",1093,"Novice","1","1","7","1","2","2","0","7","1","2"
"black",1153,"Novice","1","1","5","1","1","0","0","5","1","2"
"black",1130,"Novice","0","1","5","0","2","0","0","6","0","2"
"white",1072.5,"Novice","1","0","6","0","2","1","2","7","0","2"
"black",1066,"Novice","0","0","5","0","2","0","0","5","0","1"
"white",1019,"Novice","1","0","6","1","2","0","1","6","1","2"
"black",937,"Novice","1","2","7","1","2","1","1","6","1","2"
"black",1220.5,"ClassD","2","1","8","1","2","2","1","7","1","2"
"white",1116,"Novice","0","0","0","0","2","0","1","3","0","2"
"black",1148.5,"Novice","0","2","6","0","2","0","2","3","0","2"
"white",1088,"Novice","1","0","5","1","2","0","1","7","1","2"
"white",840,"Rookie","0","1","5","0","1","0","1","5","1","2"
"black",963.5,"Novice","1","0","4","0","0","2","0","5","0","1"
"white",1146,"Novice","2","1","4","1","2","1","2","5","1","2"
"black",1570,"ClassC","1","1","5","1","1","2","0","5","1","1"
"black",1628,"ClassB","2","0","3","0","1","1","0","4","0","1"
"white",1578.5,"ClassC","1","1","6","1","2","2","0","7","1","2"
"black",1172.5,"Novice","1","1","5","1","2","1","1","5","0","0"
"white",1189,"Novice","0","0","4","0","1","0","0","3","1","1"
"black",1189,"Novice","1","2","6","1","2","2","0","3","0","1"
"white",1120,"Novice","0","2","7","0","2","1","1","7","1","2"
"white",1184,"Novice","0","0","1","0","1","0","1","3","0","1"
"black",1159.5,"Novice","1","0","3","0","1","1","0","3","0","1"
"white",1229,"ClassD","1","0","6","0","2","1","1","7","0","2"
"white",1224,"ClassD","0","1","0","0","0","0","0","3","0","0"
"black",1305,"ClassD","2","0","6","1","2","1","0","6","1","2"
"black",1166.5,"Novice","1","0","4","0","2","1","0","4","0","1"
"white",1229.5,"ClassD","1","0","4","0","2","0","0","7","1","2"
"black",1137.5,"Novice","0","1","6","0","1","0","0","4","0","1"
"white",1154.5,"Novice","1","1","7","0","1","1","2","7","0","2"
"black",1122,"Novice","1","1","6","1","2","1","0","6","1","2"
"black",1132,"Novice","1","0","4","0","0","0","0","1","0","0"
"white",1137.5,"Novice","1","0","7","1","2","1","0","4","1","0"
"black",968,"Novice","0","0","4","0","1","0","0","4","0","0"
"black",1083,"Novice","2","2","5","0","2","1","1","5","0","2"
"white",1141.5,"Novice","0","1","4","0","0","0","0","5","0","1"
"black",1142,"Novice","1","1","7","1","2","1","1","7","0","2"
"black",1074.5,"Novice","0","0","3","1","0","0","0","0","0","0"
"black",1479.5,"ClassC","0","0","4","0","2","0","0","2","0","1"
"black",1810,"ClassA","0","0","6","0","2","0","0","6","0","2"
"black",1808,"ClassA","2","1","5","0","2","1","2","4","0","2"
"black",949.5,"Novice","0","1","5","1","0","0","1","5","0","0"
"black",1112.5,"Novice","0","0","0","0","2","0","0","0","0","1"
"white",817.5,"Rookie","0","0","4","0","1","1","2","2","1","1"
"white",978,"Novice","2","1","7","0","2","2","0","7","1","2"
"black",910.5,"Novice","2","0","6","1","2","1","1","6","1","1"
"black",939,"Novice","0","0","5","1","1","1","0","3","0","0"
"black",968.5,"Novice","0","0","6","0","1","0","0","2","0","0"
"black",951.5,"Novice","0","1","5","0","2","0","1","6","0","1"
"black",869,"Rookie","2","1","7","0","2","2","1","6","0","1"
"white",1064.5,"Novice","0","1","5","0","1","0","0","6","1","2"
