"winner","avg_rating","rating_category","white_bishop_rem","white_knight_rem","white_pawn_rem","white_queen_rem","white_rook_rem","black_bishop_rem","black_knight_rem","black_pawn_rem","black_queen_rem","black_rook_rem"
"white",1368.5,"ClassD","1","0","7","1","1","0","1","7","1","1"
"black",1317.5,"ClassD","0","0","1","0","0","0","0","3","0","1"
"white",1364.5,"ClassD","1","2","5","0","1","2","0","5","1","1"
"black",1362.5,"ClassD","0","0","5","0","2","0","0","2","0","1"
"white",1336.5,"ClassD","0","0","5","0","2","1","1","6","0","1"
"black",1325.5,"ClassD","0","0","2","0","1","0","0","1","0","0"
"white",1281.5,"ClassD","0","0","0","0","0","0","0","4","1","0"
"white",1271.5,"ClassD","0","1","5","1","2","0","0","5","1","2"
"white",1266.5,"ClassD","0","0","2","0","1","0","0","5","0","0"
"draw",1324.5,"ClassD","0","1","6","1","0","0","0","3","1","0"
"white",1348.5,"ClassD","0","0","3","1","0","1","0","3","1","1"
"white",1392,"ClassD","0","0","4","0","0","0","1","5","0","1"
"white",1242,"ClassD","1","1","4","1","2","2","1","5","1","2"
"white",1327.5,"ClassD","1","1","5","0","0","0","1","6","0","2"
"white",1371,"ClassD","1","0","5","0","1","1","2","5","0","1"
"white",1217.5,"ClassD","0","0","3","0","2","1","1","5","0","2"
"white",1306.5,"ClassD","0","1","6","0","0","0","1","4","1","1"
"white",1256,"ClassD","2","1","6","1","2","2","1","7","1","2"
"white",1211.5,"ClassD","2","1","6","1","2","2","2","6","1","2"
"black",1389.5,"ClassD","1","0","3","0","1","0","0","3","0","0"
"black",1243.5,"ClassD","1","0","4","0","2","0","2","2","0","1"
"white",1292,"ClassD","1","0","6","1","2","0","1","7","1","2"
"black",1232,"ClassD","2","2","7","1","2","2","2","7","1","2"
"black",1257,"ClassD","2","1","7","1","1","2","1","5","1","2"
"black",1539.5,"ClassC","1","1","6","1","2","0","1","4","1","1"
"white",1539.5,"ClassC","1","1","7","1","2","0","1","7","1","2"
"white",1484,"ClassC","1","1","5","0","1","1","2","6","0","1"
"white",1233,"ClassD","0","0","0","0","1","0","0","5","0","0"
"black",1295,"ClassD","2","0","5","1","2","0","0","4","1","1"
"black",1378.5,"ClassD","2","1","7","1","2","1","2","6","1","2"
"black",1329,"ClassD","2","1","7","1","2","2","2","7","1","1"
"white",1480.5,"ClassC","2","1","7","1","2","2","1","7","1","2"
"white",1480,"ClassC","1","0","4","1","1","0","1","5","1","2"
"white",1158,"Novice","2","0","7","1","1","1","1","5","0","2"
"black",1588.5,"ClassC","1","1","6","0","1","1","0","5","0","1"
"white",1608.5,"ClassB","0","0","4","0","0","0","0","5","0","1"
"white",1608.5,"ClassB","0","0","1","0","0","1","0","6","0","2"
"white",1728,"ClassB","1","0","6","1","2","0","2","6","0","2"
"black",1580.5,"ClassC","2","2","5","1","2","2","2","7","1","2"
"black",1401.5,"ClassC","0","0","3","0","0","0","0","0","0","0"
"white",1326.5,"ClassD","0","0","4","1","1","0","0","6","1","1"
"black",1326.5,"ClassD","2","1","5","1","2","1","1","6","0","2"
"white",1413,"ClassC","1","0","7","1","2","0","1","7","1","2"
"black",1413,"ClassC","1","2","8","1","2","1","2","8","1","2"
"white",1413,"ClassC","1","2","6","1","2","1","2","6","1","2"
"black",1421.5,"ClassC","1","1","5","1","2","1","2","4","1","1"
"black",1424,"ClassC","0","1","3","1","0","0","0","2","0","1"
"white",1424.5,"ClassC","2","1","7","1","2","2","1","7","1","2"
"white",1383,"ClassD","2","1","6","0","2","2","2","7","1","2"
"white",1328,"ClassD","0","0","4","0","1","2","1","5","1","2"
"black",1441.5,"ClassC","0","1","4","0","2","0","0","6","0","2"
"white",1387.5,"ClassD","0","2","6","1","2","2","1","6","1","2"
"white",1319.5,"ClassD","0","1","7","1","2","1","1","4","1","2"
"black",1200,"ClassD","0","0","5","0","2","0","0","4","0","2"
"white",1465.5,"ClassC","1","0","7","1","2","1","1","6","1","1"
"white",897.5,"Rookie","0","0","2","0","0","0","1","5","1","0"
"white",913,"Novice","0","0","0","0","0","1","0","3","0","1"
"black",1017,"Novice","2","1","6","1","1","0","1","5","0","1"
"white",1880.5,"ClassA","1","1","4","0","1","1","0","4","0","2"
"black",1973,"ClassA","1","0","3","0","2","0","0","3","0","2"
"white",1509.5,"ClassC","1","1","5","1","2","0","1","7","1","2"
"black",1200,"ClassD","2","2","7","1","2","2","1","6","1","2"
"white",1200,"ClassD","0","0","7","1","0","1","1","5","1","2"
"black",1430.5,"ClassC","1","0","4","0","0","1","0","4","0","0"
"white",1430.5,"ClassC","0","1","2","0","2","1","0","4","0","2"
"white",1134,"Novice","0","0","3","0","1","0","0","4","0","1"
"white",1260.5,"ClassD","1","1","5","0","0","1","1","4","0","1"
"black",1260.5,"ClassD","1","0","5","0","2","0","0","6","0","2"
"black",1260.5,"ClassD","0","0","6","1","1","0","0","1","0","0"
"white",1260.5,"ClassD","2","1","7","1","2","2","2","7","1","2"
"black",1417,"ClassC","2","0","6","0","2","1","1","6","0","2"
"black",1260.5,"ClassD","2","0","6","0","0","0","1","3","0","0"
"white",1588.5,"ClassC","1","1","4","0","2","1","0","6","1","1"
"white",1057,"Novice","0","0","1","0","0","0","0","4","0","0"
"black",1260.5,"ClassD","1","1","4","0","1","0","0","0","0","0"
"white",1457.5,"ClassC","1","2","7","1","2","2","1","7","1","2"
"black",1457.5,"ClassC","1","2","6","1","2","1","2","6","1","2"
"white",1457.5,"ClassC","2","2","8","1","2","2","2","8","1","2"
"black",1457.5,"ClassC","2","2","7","1","2","2","2","7","1","2"
"white",1457.5,"ClassC","2","2","7","1","2","2","2","6","1","2"
"black",1457.5,"ClassC","2","1","7","1","2","2","1","6","1","2"
"black",1462,"ClassC","2","2","6","1","2","2","2","7","1","2"
"black",1260.5,"ClassD","0","1","6","0","2","1","0","6","0","2"
"white",1462,"ClassC","2","1","8","1","2","2","1","8","1","2"
"black",1462,"ClassC","1","0","6","0","1","1","0","6","0","1"
"white",1462,"ClassC","1","1","2","1","2","1","0","5","1","2"
"black",1462,"ClassC","1","0","4","1","1","0","1","4","1","1"
"black",1412.5,"ClassC","1","1","7","1","2","2","0","5","1","2"
"white",1462,"ClassC","2","0","6","1","2","1","1","6","1","2"
"black",1595.5,"ClassC","1","0","4","1","2","1","0","3","1","1"
"black",1887,"ClassA","0","0","6","1","2","0","1","5","1","1"
"draw",1706.5,"ClassB","2","0","5","1","2","0","2","5","1","2"
"white",1586.5,"ClassC","0","0","0","0","0","0","0","2","0","2"
"draw",1706.5,"ClassB","2","0","5","1","2","0","2","5","1","2"
"white",1439,"ClassC","1","1","7","1","2","2","1","6","1","2"
"white",1569,"ClassC","0","0","4","1","1","0","1","4","1","1"
"black",1691.5,"ClassB","1","1","4","0","1","1","0","5","0","0"
"white",1447.5,"ClassC","0","1","5","0","0","1","1","5","0","0"
"black",1724.5,"ClassB","1","1","7","1","2","1","1","7","1","2"
"black",1669,"ClassB","0","0","1","0","1","0","0","2","0","1"
"white",1747,"ClassB","1","0","3","1","1","0","0","3","1","2"
"black",1642,"ClassB","2","0","5","1","1","0","0","3","1","2"
"white",1421,"ClassC","0","1","4","0","1","1","1","4","1","0"
"white",1421,"ClassC","2","1","6","1","2","2","2","6","1","2"
"white",1656,"ClassB","0","0","3","0","1","1","0","4","0","1"
"black",1597.5,"ClassC","1","1","6","1","1","1","0","4","1","2"
"draw",1512.5,"ClassC","2","2","4","1","2","2","2","6","1","2"
"draw",1551.5,"ClassC","1","0","1","0","0","1","0","1","0","0"
"white",1510.5,"ClassC","1","1","6","1","1","0","1","7","1","2"
"draw",1546,"ClassC","1","0","6","0","1","0","0","3","1","2"
"black",1592.5,"ClassC","0","1","1","0","1","0","0","0","0","0"
"black",1659,"ClassB","1","2","7","1","2","2","1","7","1","2"
"white",1722.5,"ClassB","1","0","4","0","0","0","1","5","0","0"
"black",1612,"ClassB","1","0","3","0","1","0","0","3","0","1"
"white",1267.5,"ClassD","0","0","2","0","0","0","1","5","0","1"
"black",1257.5,"ClassD","1","0","5","1","2","1","0","5","1","2"
"black",1213.5,"ClassD","2","0","4","0","1","1","0","5","0","0"
"black",1237.5,"ClassD","2","1","3","0","2","1","1","2","1","2"
"white",1213.5,"ClassD","1","0","6","0","1","1","1","7","0","2"
"white",1213.5,"ClassD","1","0","6","0","1","1","1","5","0","2"
"black",1108.5,"Novice","0","0","2","0","0","0","0","0","0","0"
"white",1238,"ClassD","0","0","1","0","0","0","0","3","0","1"
"white",1213.5,"ClassD","1","1","3","1","1","1","0","5","1","2"
"black",1689.5,"ClassB","0","1","4","0","0","0","0","4","0","0"
"black",1398,"ClassD","1","0","5","0","1","0","1","3","0","1"
"black",1598,"ClassC","1","0","2","0","1","0","0","3","0","1"
"black",1531.5,"ClassC","0","0","1","0","0","0","0","0","0","0"
"black",1604.5,"ClassB","0","0","5","0","1","0","0","4","0","0"
"black",1588,"ClassC","1","0","5","1","0","0","1","5","1","1"
"black",1542.5,"ClassC","2","1","3","1","1","1","1","5","0","1"
"white",1667.5,"ClassB","0","0","2","0","2","0","0","4","1","1"
"black",1610,"ClassB","1","0","5","0","2","2","0","5","0","1"
"black",1607,"ClassB","1","0","5","0","0","0","0","7","0","0"
"white",1651.5,"ClassB","0","0","4","1","2","1","0","4","1","1"
"white",1649,"ClassB","1","1","6","0","2","1","2","6","1","2"
"black",1598.5,"ClassC","1","0","4","0","2","1","0","3","0","2"
"black",1558,"ClassC","2","2","7","1","2","2","1","5","1","2"
"white",1558,"ClassC","0","0","3","0","1","0","1","6","1","0"
"white",1558,"ClassC","2","1","5","1","1","2","2","5","1","2"
"black",1631,"ClassB","2","2","6","1","2","2","2","5","1","2"
"white",1564,"ClassC","0","0","2","0","1","1","0","3","0","1"
"white",1579,"ClassC","1","2","6","0","2","1","2","5","0","2"
"white",1654.5,"ClassB","1","0","3","1","1","0","0","6","1","1"
"black",1574,"ClassC","2","2","7","1","2","2","2","6","0","2"
"white",1642,"ClassB","1","1","7","0","1","1","0","7","1","2"
"white",1663,"ClassB","1","0","4","0","1","0","0","4","0","2"
"black",1663.5,"ClassB","1","0","6","1","2","1","0","6","1","2"
"black",1704,"ClassB","1","0","7","1","1","0","2","6","0","2"
"white",1629,"ClassB","0","0","5","0","0","1","0","3","0","2"
"black",1589,"ClassC","1","0","6","1","2","0","0","5","0","1"
"white",1609.5,"ClassB","2","0","7","1","2","2","1","6","1","2"
"white",1695,"ClassB","0","0","3","0","1","0","0","5","1","0"
"black",1525.5,"ClassC","1","0","4","0","1","0","0","4","0","1"
"black",1572.5,"ClassC","0","1","6","1","1","1","1","6","0","2"
"black",1595.5,"ClassC","2","0","4","1","1","0","0","2","0","1"
"white",1403,"ClassC","1","0","4","0","0","1","1","5","0","1"
"white",1544.5,"ClassC","1","2","6","1","2","2","1","5","1","2"
"white",1333,"ClassD","0","0","4","0","1","1","0","5","0","2"
"white",1333,"ClassD","0","0","3","0","0","0","0","2","0","1"
"white",1333,"ClassD","1","1","6","1","1","1","1","6","1","2"
"white",1326,"ClassD","0","0","0","0","1","0","0","3","0","1"
"white",1463,"ClassC","0","0","2","0","0","0","0","3","0","1"
"black",1265,"ClassD","0","0","3","0","1","0","1","4","0","0"
"white",1232,"ClassD","2","0","4","1","2","1","1","5","1","2"
"black",1089.5,"Novice","2","1","6","1","1","0","1","6","1","2"
"white",1254,"ClassD","0","0","3","0","0","0","1","4","0","0"
"black",1200,"ClassD","0","2","3","0","0","0","0","2","0","0"
"white",1754,"ClassB","1","0","7","1","2","0","1","5","1","2"
"black",1603.5,"ClassB","1","0","7","1","2","1","1","7","0","2"
"black",1569,"ClassC","1","0","4","0","1","0","0","5","1","0"
"white",1621,"ClassB","1","0","3","0","2","1","0","5","0","2"
"white",1310.5,"ClassD","0","0","6","0","1","0","0","4","0","0"
"white",1448.5,"ClassC","2","1","7","1","2","1","2","8","1","2"
"black",1619.5,"ClassB","0","1","4","1","2","0","0","5","1","2"
"white",1493,"ClassC","1","1","5","0","2","2","0","7","1","2"
"white",1595,"ClassC","1","0","5","1","2","1","0","6","1","2"
"white",1453.5,"ClassC","2","0","5","1","2","1","1","6","1","2"
"black",1647.5,"ClassB","1","0","3","0","0","1","0","1","0","0"
"white",1541.5,"ClassC","1","1","5","0","1","1","2","5","1","2"
"black",1388,"ClassD","0","0","5","1","1","0","0","5","0","1"
"white",1557,"ClassC","1","1","4","1","2","2","0","5","1","2"
"black",1538.5,"ClassC","1","0","6","0","2","0","0","6","0","2"
"black",1406,"ClassC","1","0","6","1","2","0","1","3","0","2"
"white",1351,"ClassD","1","0","6","1","2","1","1","6","1","2"
"black",1693.5,"ClassB","0","1","5","0","1","0","2","4","0","0"
"white",1693,"ClassB","0","0","0","0","0","0","1","2","0","0"
"white",1693,"ClassB","1","0","7","0","0","0","1","6","0","1"
"black",1644,"ClassB","0","1","4","1","0","0","1","4","1","0"
"white",1643.5,"ClassB","0","0","6","1","1","2","0","6","1","2"
"white",1607,"ClassB","1","0","5","0","2","0","1","4","1","0"
"white",1607,"ClassB","0","1","2","0","0","1","0","5","0","0"
"black",1703.5,"ClassB","0","1","6","1","0","0","1","5","1","0"
"white",1607.5,"ClassB","0","2","1","0","1","0","0","3","0","2"
"black",1703,"ClassB","1","0","4","0","1","1","0","3","0","0"
"black",1703,"ClassB","0","0","6","0","0","0","0","4","0","0"
"draw",1700,"ClassB","0","0","4","1","0","0","0","5","1","0"
"black",1700,"ClassB","0","0","5","1","2","0","1","5","1","1"
"white",1699.5,"ClassB","0","0","3","0","0","1","0","3","0","0"
"white",1673,"ClassB","0","0","6","1","2","1","0","7","1","1"
"black",1675.5,"ClassB","0","0","2","0","0","0","0","2","0","0"
"black",1676,"ClassB","0","0","4","1","2","1","0","1","1","2"
"black",1620.5,"ClassB","0","0","3","1","0","0","0","4","0","1"
"black",1621,"ClassB","1","0","7","1","1","1","0","7","1","0"
"black",1620.5,"ClassB","0","0","6","0","1","0","0","2","0","0"
"black",1705,"ClassB","2","0","7","1","2","1","0","5","1","2"
"white",1703,"ClassB","1","0","3","0","1","0","1","3","0","1"
"black",1708,"ClassB","0","0","5","0","2","0","0","6","0","2"
"white",1817,"ClassA","1","1","5","1","2","1","1","6","1","2"
"draw",1740,"ClassB","1","0","3","0","0","1","0","2","0","0"
"black",1675.5,"ClassB","1","1","7","1","2","0","2","7","1","2"
"white",1646,"ClassB","0","0","3","0","1","1","0","2","0","2"
"black",1676.5,"ClassB","0","0","1","0","0","0","0","1","0","0"
"white",1676,"ClassB","1","0","2","0","0","0","0","2","0","1"
"black",1676,"ClassB","0","0","3","0","0","0","0","2","0","0"
"white",1539,"ClassC","0","0","7","1","2","1","0","7","1","2"
"white",1426.5,"ClassC","0","1","4","0","0","0","1","4","0","1"
"white",1531.5,"ClassC","1","1","6","0","1","1","0","6","1","1"
"black",1405.5,"ClassC","2","1","7","1","2","1","2","6","1","2"
"white",1368,"ClassD","0","0","1","0","1","0","0","2","0","2"
"white",1502.5,"ClassC","2","1","7","1","2","2","1","7","1","2"
"draw",1343.5,"ClassD","0","0","0","0","0","0","0","0","0","1"
"black",1480.5,"ClassC","1","1","7","1","2","0","2","7","0","2"
"white",1409,"ClassC","1","2","6","1","2","2","2","7","1","2"
"black",1406.5,"ClassC","2","0","6","1","2","2","1","7","0","2"
"black",1421,"ClassC","2","2","7","1","2","1","2","8","1","2"
"white",1553.5,"ClassC","2","0","5","0","1","1","0","6","0","2"
"black",1645.5,"ClassB","0","0","1","0","0","0","0","0","0","0"
"black",1566.5,"ClassC","0","0","6","1","2","2","0","2","0","1"
"black",1499.5,"ClassC","2","0","6","1","2","0","2","6","1","2"
"black",1497,"ClassC","0","0","0","0","1","0","0","1","0","0"
"white",1536.5,"ClassC","0","0","0","0","0","0","0","0","0","1"
"black",1644,"ClassB","0","0","2","0","0","0","0","0","0","0"
"black",1499.5,"ClassC","0","0","5","0","2","0","0","3","0","0"
"black",1443,"ClassC","0","1","3","0","1","0","0","0","0","1"
"white",1494,"ClassC","0","2","5","1","0","1","0","6","1","1"
"black",1441.5,"ClassC","0","1","4","0","1","0","0","6","0","1"
"black",1441,"ClassC","0","1","5","0","1","0","0","3","0","0"
"white",1606,"ClassB","0","0","0","0","0","0","0","4","0","0"
"white",1455,"ClassC","1","1","4","0","1","1","0","5","0","2"
"black",1423,"ClassC","0","0","4","0","1","0","0","3","0","0"
"draw",1540.5,"ClassC","0","1","6","1","2","2","0","7","1","2"
"black",1509.5,"ClassC","0","1","4","0","0","1","0","3","0","0"
"black",1231.5,"ClassD","1","1","6","1","2","1","2","6","1","1"
"black",1225.5,"ClassD","2","0","5","1","2","1","2","5","1","1"
"white",1267,"ClassD","1","0","5","1","1","0","0","4","0","2"
"black",1228.5,"ClassD","1","1","7","1","1","1","1","4","1","1"
"black",1269,"ClassD","0","2","6","1","1","1","1","7","0","2"
"black",1218,"ClassD","0","0","3","0","1","0","0","2","0","0"
"black",1366.5,"ClassD","1","2","5","1","1","1","1","4","1","0"
"white",1364.5,"ClassD","0","0","2","0","1","0","0","3","0","1"
"white",1429.5,"ClassC","0","1","5","1","1","0","0","7","1","2"
"black",1251.5,"ClassD","2","2","6","1","2","2","1","7","1","2"
"white",1034.5,"Novice","1","1","6","1","1","1","1","7","1","2"
"black",1188,"Novice","0","0","3","0","0","0","0","2","0","1"
"white",1145,"Novice","1","0","5","1","2","0","1","6","1","2"
"white",1195,"Novice","0","1","4","1","1","0","1","5","1","1"
"white",1252,"ClassD","0","0","3","0","0","0","0","2","0","0"
"white",1220.5,"ClassD","1","0","7","0","1","2","0","5","0","1"
"black",1145,"Novice","2","0","6","1","2","1","1","6","0","2"
"white",1416,"ClassC","2","2","7","1","2","2","2","8","1","2"
"draw",1273,"ClassD","0","0","0","0","0","0","0","1","0","0"
"black",1343.5,"ClassD","2","0","7","1","2","1","0","5","1","2"
"white",1349.5,"ClassD","1","0","4","1","1","0","0","5","1","2"
"black",1193.5,"Novice","0","0","1","0","1","0","0","0","0","0"
"black",1142.5,"Novice","0","0","4","1","1","1","0","2","0","0"
"black",943,"Novice","2","1","6","1","2","0","2","6","0","2"
"white",1410.5,"ClassC","2","2","5","0","1","2","2","5","1","1"
"black",1471,"ClassC","0","0","4","0","0","0","0","2","0","0"
"white",1311,"ClassD","0","0","6","1","1","0","0","6","1","2"
"black",1195,"Novice","0","0","2","0","0","0","0","1","0","0"
"black",1118.5,"Novice","0","1","1","0","1","0","1","2","0","1"
"white",1105.5,"Novice","0","0","2","0","0","0","0","4","0","2"
"black",1179,"Novice","0","0","2","0","0","0","0","1","0","0"
"white",1345.5,"ClassD","0","0","3","0","1","1","0","5","0","1"
"white",1181.5,"Novice","0","0","1","0","0","0","0","4","0","0"
"white",1224,"ClassD","1","1","7","0","2","2","1","7","0","2"
"white",1793,"ClassB","1","2","7","1","2","2","1","6","1","2"
"white",1198,"Novice","1","1","4","0","0","1","0","7","0","1"
"white",1223,"ClassD","0","0","2","0","1","0","0","5","0","1"
"black",1275.5,"ClassD","0","0","3","0","1","0","0","4","0","1"
"black",1444,"ClassC","2","1","7","1","2","1","1","7","1","2"
"black",1223,"ClassD","2","2","6","1","2","2","1","5","0","2"
"black",1357,"ClassD","2","0","6","0","0","0","0","4","0","0"
"draw",1392.5,"ClassD","1","0","1","0","0","0","0","3","0","0"
"black",839,"Rookie","0","1","6","1","2","0","0","4","1","2"
"white",855,"Rookie","2","2","7","1","2","2","2","8","1","2"
"black",768.5,"Rookie","1","1","6","1","1","1","1","6","0","2"
"white",748,"Rookie","2","2","7","1","1","2","2","8","1","2"
"white",849.5,"Rookie","2","0","6","1","2","1","1","7","1","2"
"black",862,"Rookie","2","0","7","1","2","1","0","6","0","2"
"white",798,"Rookie","1","2","5","0","1","2","0","5","1","2"
"white",854.5,"Rookie","1","1","6","0","2","1","1","5","1","2"
"white",858,"Rookie","1","1","7","1","2","1","2","5","1","2"
"black",886.5,"Rookie","1","2","7","1","2","2","1","6","1","2"
"black",892.5,"Rookie","1","1","6","1","1","1","1","6","1","1"
"white",897,"Rookie","0","0","1","0","0","0","1","3","1","1"
"white",873.5,"Rookie","0","0","5","1","0","1","0","6","1","2"
"white",829.5,"Rookie","0","0","4","0","1","0","0","6","1","1"
"black",829.5,"Rookie","1","1","6","1","1","0","0","1","1","0"
"white",800,"Rookie","0","0","5","0","0","1","0","4","0","2"
"black",944.5,"Novice","2","1","8","1","2","1","2","4","0","1"
"black",1068,"Novice","1","0","6","1","2","1","0","6","1","2"
"white",814,"Rookie","2","2","3","0","2","1","2","6","1","2"
"white",852,"Rookie","2","2","8","1","2","2","2","7","1","2"
"white",971,"Novice","1","1","5","0","1","1","2","4","0","2"
"white",897,"Rookie","1","1","5","1","2","1","2","6","1","1"
"white",797,"Rookie","1","2","6","0","2","1","2","8","0","2"
"black",864.5,"Rookie","2","0","7","1","2","1","1","6","1","2"
"white",925.5,"Novice","1","2","7","1","2","2","1","7","1","2"
"white",864.5,"Rookie","1","0","8","0","2","2","2","7","1","2"
"white",1517,"ClassC","1","1","7","1","2","1","1","7","1","2"
"white",1596.5,"ClassC","2","0","4","1","0","1","1","4","1","1"
"white",1449,"ClassC","0","1","7","0","1","1","0","5","0","1"
"black",1455.5,"ClassC","1","0","7","0","1","0","0","4","0","1"
"white",1518,"ClassC","1","0","4","1","0","0","1","3","1","0"
"black",1564,"ClassC","1","0","5","1","1","0","0","3","0","2"
"white",1653.5,"ClassB","1","0","3","0","0","0","1","4","0","0"
"black",1528.5,"ClassC","1","0","3","1","1","0","0","3","1","0"
"white",1511.5,"ClassC","0","0","4","0","0","1","0","4","1","1"
"black",1565.5,"ClassC","1","0","2","0","2","0","0","2","0","2"
"white",1565,"ClassC","0","0","4","0","0","1","0","4","0","0"
"white",1565,"ClassC","0","0","0","0","0","0","0","1","0","0"
"black",1597.5,"ClassC","0","0","3","0","0","0","0","1","0","0"
"white",1562.5,"ClassC","0","0","1","0","0","0","0","2","0","0"
"black",1505.5,"ClassC","0","0","6","1","1","1","0","6","1","1"
"black",1044,"Novice","0","0","3","0","1","0","0","1","0","0"
"black",1137.5,"Novice","1","2","7","1","2","2","2","6","0","2"
"black",967,"Novice","1","1","8","1","2","1","0","8","0","2"
"white",1070,"Novice","0","0","5","1","1","2","1","7","1","1"
"white",1014,"Novice","1","2","6","0","2","2","1","7","1","2"
"white",1082,"Novice","1","1","7","0","2","1","2","7","0","2"
"black",1101.5,"Novice","1","1","7","1","2","2","0","6","0","2"
"black",1193,"Novice","2","2","8","1","2","2","2","7","0","2"
"white",1195,"Novice","0","0","3","0","1","1","0","4","1","0"
"draw",1235,"ClassD","0","0","3","1","0","0","0","2","1","0"
"black",1261,"ClassD","0","1","7","0","2","0","2","5","0","2"
"black",1332,"ClassD","2","2","8","1","2","2","2","8","1","2"
"white",1175.5,"Novice","1","0","7","1","2","1","1","7","1","2"
"black",1285.5,"ClassD","1","0","5","1","1","1","0","4","1","2"
"draw",1374,"ClassD","0","0","3","0","0","0","0","3","0","0"
"white",1263,"ClassD","1","0","0","1","0","0","0","3","1","1"
"black",1182,"Novice","0","1","6","1","1","0","1","4","1","1"
"draw",1202.5,"ClassD","0","2","5","1","0","0","0","5","1","2"
"white",1155.5,"Novice","1","2","6","0","2","1","2","7","1","2"
"white",1154.5,"Novice","0","0","2","0","0","0","1","4","0","0"
"white",1066.5,"Novice","0","1","6","0","1","1","1","7","1","0"
"black",1347.5,"ClassD","0","0","4","0","2","0","0","5","0","2"
"black",1246.5,"ClassD","0","0","4","0","1","1","0","3","0","0"
"white",1291,"ClassD","2","1","7","1","2","2","2","7","1","2"
"black",1291,"ClassD","0","2","6","1","0","0","1","4","0","0"
"black",1294,"ClassD","1","0","7","1","2","1","2","5","0","1"
"white",1470.5,"ClassC","1","1","5","1","1","1","0","6","1","2"
"black",1478.5,"ClassC","0","0","6","0","1","0","1","4","0","0"
"black",1538.5,"ClassC","0","0","1","0","0","0","0","0","0","2"
"black",1400.5,"ClassC","0","0","5","0","1","0","0","2","0","0"
"white",1611.5,"ClassB","0","2","6","1","2","1","1","7","1","2"
"white",1805,"ClassA","1","0","4","1","2","1","1","5","1","2"
"white",1625.5,"ClassB","0","0","0","0","0","0","0","0","0","1"
"white",963.5,"Novice","1","1","5","1","0","1","2","4","1","1"
"white",1101,"Novice","1","2","7","0","1","2","2","6","1","2"
"black",1302,"ClassD","0","1","5","1","1","1","0","4","1","0"
"white",1278,"ClassD","1","2","6","1","2","2","1","7","1","2"
"white",1299.5,"ClassD","1","0","6","0","2","0","2","6","1","1"
"white",1222.5,"ClassD","0","0","4","0","1","1","0","3","0","1"
"white",1295,"ClassD","0","0","2","0","1","0","0","3","0","1"
"black",1378.5,"ClassD","2","1","4","1","2","1","1","5","1","2"
"white",1476.5,"ClassC","0","0","2","0","1","0","0","2","0","1"
"black",1370.5,"ClassD","1","2","8","1","2","2","1","7","1","2"
"white",1269,"ClassD","1","1","2","0","1","0","0","5","1","1"
"black",1187,"Novice","1","2","6","0","2","2","1","7","0","2"
"draw",1326,"ClassD","2","2","8","1","2","2","2","7","1","2"
"draw",1848,"ClassA","0","0","0","0","0","0","0","0","0","0"
"black",1985.5,"ClassA","0","1","7","0","2","2","0","5","0","1"
"black",1821,"ClassA","1","0","3","0","0","1","0","1","0","0"
"draw",1879.5,"ClassA","0","0","3","1","0","0","0","4","1","0"
"white",1861,"ClassA","0","1","0","1","2","2","0","3","1","1"
"white",1823,"ClassA","1","2","5","1","1","1","1","6","1","1"
"white",1802.5,"ClassA","2","2","6","1","2","2","2","7","1","2"
"white",1825,"ClassA","1","1","5","1","1","2","0","5","1","2"
"white",1738,"ClassB","1","0","2","0","1","1","0","0","0","1"
"white",1692.5,"ClassB","0","2","2","0","0","0","0","2","1","1"
"draw",1684,"ClassB","1","1","6","1","1","1","1","6","1","1"
"white",1756,"ClassB","2","1","6","1","2","1","2","6","1","2"
"black",1625.5,"ClassB","2","0","4","0","2","0","2","4","0","1"
"black",1560.5,"ClassC","1","1","5","1","1","2","2","4","1","1"
"black",1612.5,"ClassB","2","0","5","0","2","1","0","4","0","2"
"white",1505.5,"ClassC","0","1","4","1","0","0","0","3","1","1"
"black",1493.5,"ClassC","1","1","4","1","1","1","0","5","1","1"
"black",1520.5,"ClassC","0","0","3","1","2","0","0","3","1","1"
"white",1568,"ClassC","0","0","0","0","0","0","0","1","0","0"
"black",1420.5,"ClassC","2","0","7","1","2","2","2","4","0","2"
"white",1660,"ClassB","1","0","6","1","1","1","1","6","1","1"
"white",1377.5,"ClassD","0","0","2","0","0","0","0","1","0","1"
"black",1062.5,"Novice","1","2","7","1","2","2","1","7","1","2"
"white",1067.5,"Novice","1","0","6","1","0","0","1","5","1","1"
"black",1067.5,"Novice","0","1","6","1","1","1","1","4","0","2"
"black",927.5,"Novice","1","0","5","1","2","1","0","4","0","2"
"white",1137.5,"Novice","1","1","5","1","2","2","1","6","1","1"
"white",1131.5,"Novice","0","0","3","0","0","1","0","5","0","1"
"white",1016,"Novice","0","0","5","0","0","0","0","5","1","1"
"white",1105.5,"Novice","1","2","6","1","2","1","2","7","1","2"
"black",993,"Novice","0","0","1","0","0","0","0","0","0","0"
"black",1121,"Novice","2","2","8","1","2","2","1","5","1","1"
"black",1112.5,"Novice","2","1","8","1","2","1","1","8","1","2"
"white",1062.5,"Novice","0","0","2","0","2","0","0","4","1","2"
"draw",999,"Novice","0","2","7","1","1","1","0","7","1","2"
"white",1062.5,"Novice","0","1","6","1","2","1","1","7","1","2"
"black",955,"Novice","0","0","1","0","2","0","0","1","0","1"
"white",982,"Novice","1","0","4","0","1","1","0","6","0","1"
"black",1018.5,"Novice","1","1","3","0","2","0","1","4","0","2"
